gene_id	junction_id	chromosome	donor_site	acceptor_site	strand	read_count
ENSMUSG00000004771.12	chr9_64716988_64725501_-	chr9	64725501	64716988	-	570
ENSMUSG00000004771.12	chr9_64728429_64737583_-	chr9	64737583	64728429	-	429
ENSMUSG00000032382.14	chr9_66088569_66089117_-	chr9	66089117	66088569	-	88
ENSMUSG00000032382.14	chr9_66105648_66109516_-	chr9	66109516	66105648	-	47
ENSMUSG00000036781.13	chr9_66946180_66946830_+	chr9	66946180	66946830	+	1299
ENSMUSG00000036781.13	chr9_66946939_66947586_+	chr9	66946939	66947586	+	1408
ENSMUSG00000036781.13	chr9_66947697_66949328_+	chr9	66947697	66949328	+	1393
ENSMUSG00000032366.15	chr9_67033993_67035994_-	chr9	67035994	67033993	-	377
ENSMUSG00000032231.14	chr9_69453739_69464459_+	chr9	69453739	69464459	+	941
ENSMUSG00000032231.14	chr9_69464524_69467290_+	chr9	69464524	69467290	+	1030
ENSMUSG00000032231.14	chr9_69467390_69476052_+	chr9	69467390	69476052	+	1179
ENSMUSG00000032231.14	chr9_69476147_69479677_+	chr9	69476147	69479677	+	1237
ENSMUSG00000032231.14	chr9_69479791_69482973_+	chr9	69479791	69482973	+	1136
ENSMUSG00000032231.14	chr9_69483064_69483779_+	chr9	69483064	69483779	+	1639
ENSMUSG00000032231.14	chr9_69483859_69485197_+	chr9	69483859	69485197	+	2160
ENSMUSG00000032231.14	chr9_69485257_69486469_+	chr9	69485257	69486469	+	1568
ENSMUSG00000032231.14	chr9_69486563_69487552_+	chr9	69486563	69487552	+	2069
ENSMUSG00000032231.14	chr9_69487648_69488054_+	chr9	69487648	69488054	+	2099
ENSMUSG00000032231.14	chr9_69488113_69489651_+	chr9	69488113	69489651	+	1704
ENSMUSG00000032231.14	chr9_69489774_69491445_+	chr9	69489774	69491445	+	2192
ENSMUSG00000098332.2	chr9_73039865_73042431_+	chr9	73039865	73042431	+	111
ENSMUSG00000037742.14	chr9_78478858_78478957_-	chr9	78478957	78478858	-	11913
ENSMUSG00000037742.14	chr9_78479192_78479277_-	chr9	78479277	78479192	-	18402
ENSMUSG00000037742.14	chr9_78479534_78479623_-	chr9	78479623	78479534	-	17258
ENSMUSG00000037742.14	chr9_78479774_78479851_-	chr9	78479851	78479774	-	14722
ENSMUSG00000037742.14	chr9_78480148_78480240_-	chr9	78480240	78480148	-	15681
ENSMUSG00000037742.14	chr9_78480420_78480510_-	chr9	78480510	78480420	-	6545
ENSMUSG00000037742.14	chr9_78480688_78481638_-	chr9	78481638	78480688	-	4736
ENSMUSG00000032786.16	chr9_106234197_106235387_-	chr9	106235387	106234197	-	339
ENSMUSG00000032786.16	chr9_106235550_106236439_-	chr9	106236439	106235550	-	667
ENSMUSG00000032786.16	chr9_106236708_106238074_-	chr9	106238074	106236708	-	445
ENSMUSG00000032786.16	chr9_106238239_106238642_-	chr9	106238642	106238239	-	553
ENSMUSG00000032562.13	chr9_107615825_107616154_-	chr9	107616154	107615825	-	1512
ENSMUSG00000032562.13	chr9_107616308_107616413_-	chr9	107616413	107616308	-	1887
ENSMUSG00000032562.13	chr9_107616543_107616934_-	chr9	107616934	107616543	-	2050
ENSMUSG00000032562.13	chr9_107617063_107619696_-	chr9	107619696	107617063	-	1984
ENSMUSG00000032562.13	chr9_107619857_107620046_-	chr9	107620046	107619857	-	1377
ENSMUSG00000032562.13	chr9_107620188_107620419_-	chr9	107620419	107620188	-	1132
ENSMUSG00000032562.13	chr9_107620462_107635099_-	chr9	107635099	107620462	-	741
ENSMUSG00000007815.13	chr9_108315382_108327583_+	chr9	108315382	108327583	+	872
ENSMUSG00000007815.13	chr9_108330991_108335050_+	chr9	108330991	108335050	+	801
ENSMUSG00000007815.13	chr9_108327741_108330870_+	chr9	108327741	108330870	+	1029
ENSMUSG00000007815.13	chr9_108335181_108336647_+	chr9	108335181	108336647	+	889
ENSMUSG00000007815.13	chr9_108306553_108315307_+	chr9	108306553	108315307	+	298
ENSMUSG00000063856.7	chr9_108339558_108339776_+	chr9	108339558	108339776	+	10375
ENSMUSG00000025647.16	chr9_109038764_109040869_+	chr9	109038764	109040869	+	217
ENSMUSG00000025647.16	chr9_109041026_109051366_+	chr9	109041026	109051366	+	184
ENSMUSG00000025647.16	chr9_109051453_109055977_+	chr9	109051453	109055977	+	637
ENSMUSG00000025647.16	chr9_109056093_109056286_+	chr9	109056093	109056286	+	1296
ENSMUSG00000025647.16	chr9_109056505_109056649_+	chr9	109056505	109056649	+	1356
ENSMUSG00000019659.8	chr9_110710161_110711085_+	chr9	110710161	110711085	+	100
ENSMUSG00000019659.8	chr9_110711162_110711250_+	chr9	110711162	110711250	+	113
ENSMUSG00000032526.11	chr9_121710471_121710638_+	chr9	121710471	121710638	+	132
ENSMUSG00000031146.6	chrX_7668506_7668926_-	chrX	7668926	7668506	-	1195
ENSMUSG00000031146.6	chrX_7669017_7669414_-	chrX	7669414	7669017	-	1512
ENSMUSG00000031146.6	chrX_7669510_7669602_-	chrX	7669602	7669510	-	1191
ENSMUSG00000031146.6	chrX_7669758_7671142_-	chrX	7671142	7669758	-	890
ENSMUSG00000016319.3	chrX_36795841_36796842_+	chrX	36795841	36796842	+	2497
ENSMUSG00000016319.3	chrX_36797329_36797735_+	chrX	36797329	36797735	+	4876
ENSMUSG00000016319.3	chrX_36797876_36798386_+	chrX	36797876	36798386	+	3361
ENSMUSG00000016308.12	chrX_36874529_36874710_+	chrX	36874529	36874710	+	438
ENSMUSG00000016308.12	chrX_36874791_36875166_+	chrX	36874791	36875166	+	277
ENSMUSG00000016308.12	chrX_36875192_36881656_+	chrX	36875192	36881656	+	277
ENSMUSG00000016308.12	chrX_36881746_36882598_+	chrX	36881746	36882598	+	403
ENSMUSG00000016308.12	chrX_36882687_36883011_+	chrX	36882687	36883011	+	403
ENSMUSG00000016534.15	chrX_38432061_38435395_-	chrX	38435395	38432061	-	290
ENSMUSG00000016534.15	chrX_38435554_38440130_-	chrX	38440130	38435554	-	267
ENSMUSG00000016534.15	chrX_38421851_38424266_-	chrX	38424266	38421851	-	111
ENSMUSG00000016534.15	chrX_38424431_38425362_-	chrX	38425362	38424431	-	336
ENSMUSG00000016534.15	chrX_38425426_38430917_-	chrX	38430917	38425426	-	254
ENSMUSG00000016534.15	chrX_38431040_38431849_-	chrX	38431849	38431040	-	274
ENSMUSG00000016534.15	chrX_38440344_38442024_-	chrX	38442024	38440344	-	162
ENSMUSG00000016534.15	chrX_38442140_38456248_-	chrX	38456248	38442140	-	138
ENSMUSG00000025283.15	chrX_155213667_155213896_-	chrX	155213896	155213667	-	733
ENSMUSG00000025283.15	chrX_155213937_155214032_-	chrX	155214032	155213937	-	1142
ENSMUSG00000025283.15	chrX_155214134_155215600_-	chrX	155215600	155214134	-	1192
ENSMUSG00000025283.15	chrX_155215684_155215784_-	chrX	155215784	155215684	-	639
ENSMUSG00000025283.15	chrX_155215836_155216102_-	chrX	155216102	155215836	-	514
ENSMUSG00000049775.16	chrX_167207535_167207936_-	chrX	167207936	167207535	-	9118
ENSMUSG00000049775.16	chrX_167208051_167209105_-	chrX	167209105	167208051	-	26312
ENSMUSG00000043716.13	chr1_16101359_16101726_-	chr1	16101726	16101359	-	3003
ENSMUSG00000043716.13	chr1_16101936_16102489_-	chr1	16102489	16101936	-	3257
ENSMUSG00000043716.13	chr1_16102599_16102691_-	chr1	16102691	16102599	-	3133
ENSMUSG00000043716.13	chr1_16102829_16103167_-	chr1	16103167	16102829	-	2241
ENSMUSG00000043716.13	chr1_16103334_16103509_-	chr1	16103509	16103334	-	1810
ENSMUSG00000043716.13	chr1_16103684_16104364_-	chr1	16104364	16103684	-	2112
ENSMUSG00000026126.15	chr1_34472968_34473334_+	chr1	34472968	34473334	+	227
ENSMUSG00000026126.15	chr1_34473409_34473578_+	chr1	34473409	34473578	+	376
ENSMUSG00000061518.11	chr1_36692284_36692450_+	chr1	36692284	36692450	+	993
ENSMUSG00000061518.11	chr1_36692550_36693196_+	chr1	36692550	36693196	+	990
ENSMUSG00000061518.11	chr1_36691689_36692210_+	chr1	36691689	36692210	+	811
ENSMUSG00000073702.11	chr1_39367934_39368148_+	chr1	39367934	39368148	+	1424
ENSMUSG00000073702.11	chr1_39368255_39370013_+	chr1	39368255	39370013	+	1462
ENSMUSG00000073702.11	chr1_39370139_39370953_+	chr1	39370139	39370953	+	1478
ENSMUSG00000073702.11	chr1_39371066_39371301_+	chr1	39371066	39371301	+	1828
ENSMUSG00000026021.15	chr1_59640268_59642417_-	chr1	59642417	59640268	-	232
ENSMUSG00000026021.15	chr1_59642489_59644516_-	chr1	59644516	59642489	-	278
ENSMUSG00000026021.15	chr1_59644594_59655457_-	chr1	59655457	59644594	-	240
ENSMUSG00000026021.15	chr1_59655532_59670679_-	chr1	59670679	59655532	-	186
ENSMUSG00000026020.9	chr1_59707064_59709002_+	chr1	59707064	59709002	+	125
ENSMUSG00000026020.9	chr1_59709136_59710494_+	chr1	59709136	59710494	+	54
ENSMUSG00000026020.9	chr1_59710652_59711270_+	chr1	59710652	59711270	+	46
ENSMUSG00000026020.9	chr1_59685226_59690485_+	chr1	59685226	59690485	+	145
ENSMUSG00000026020.9	chr1_59690562_59692336_+	chr1	59690562	59692336	+	150
ENSMUSG00000026020.9	chr1_59692389_59695977_+	chr1	59692389	59695977	+	232
ENSMUSG00000026020.9	chr1_59696099_59698322_+	chr1	59696099	59698322	+	122
ENSMUSG00000026020.9	chr1_59698459_59700884_+	chr1	59698459	59700884	+	242
ENSMUSG00000026020.9	chr1_59700949_59702812_+	chr1	59700949	59702812	+	193
ENSMUSG00000026020.9	chr1_59702947_59704062_+	chr1	59702947	59704062	+	284
ENSMUSG00000026020.9	chr1_59704208_59704623_+	chr1	59704208	59704623	+	214
ENSMUSG00000026020.9	chr1_59704750_59705592_+	chr1	59704750	59705592	+	127
ENSMUSG00000026020.9	chr1_59705756_59706632_+	chr1	59705756	59706632	+	129
ENSMUSG00000026020.9	chr1_59706767_59707002_+	chr1	59706767	59707002	+	68
ENSMUSG00000025967.16	chr1_63177291_63177753_+	chr1	63177291	63177753	+	826
ENSMUSG00000025967.16	chr1_63177876_63178438_+	chr1	63177876	63178438	+	1208
ENSMUSG00000025967.16	chr1_63178565_63178831_+	chr1	63178565	63178831	+	1511
ENSMUSG00000025967.16	chr1_63178898_63179247_+	chr1	63178898	63179247	+	1210
ENSMUSG00000025967.16	chr1_63179373_63179457_+	chr1	63179373	63179457	+	1210
ENSMUSG00000046330.10	chr1_72711323_72711671_+	chr1	72711323	72711671	+	2867
ENSMUSG00000046330.10	chr1_72711800_72712141_+	chr1	72711800	72712141	+	1986
ENSMUSG00000046330.10	chr1_72712224_72713501_+	chr1	72712224	72713501	+	3140
ENSMUSG00000006299.13	chr1_74280309_74280782_-	chr1	74280782	74280309	-	406
ENSMUSG00000006299.13	chr1_74281179_74281328_-	chr1	74281328	74281179	-	462
ENSMUSG00000006299.13	chr1_74282171_74282410_-	chr1	74282410	74282171	-	654
ENSMUSG00000006299.13	chr1_74282550_74283093_-	chr1	74283093	74282550	-	412
ENSMUSG00000006299.13	chr1_74283213_74283885_-	chr1	74283885	74283213	-	404
ENSMUSG00000006299.13	chr1_74284041_74284502_-	chr1	74284502	74284041	-	228
ENSMUSG00000033159.14	chr1_75136932_75137325_-	chr1	75137325	75136932	-	139
ENSMUSG00000033159.14	chr1_75137443_75137754_-	chr1	75137754	75137443	-	91
ENSMUSG00000033159.14	chr1_75137816_75139346_-	chr1	75139346	75137816	-	114
ENSMUSG00000033159.14	chr1_75139475_75139558_-	chr1	75139558	75139475	-	132
ENSMUSG00000033159.14	chr1_75139902_75140897_-	chr1	75140897	75139902	-	49
ENSMUSG00000033159.14	chr1_75141006_75141415_-	chr1	75141415	75141006	-	98
ENSMUSG00000026150.14	chr1_82729436_82731112_+	chr1	82729436	82731112	+	297
ENSMUSG00000026150.14	chr1_82750604_82751584_+	chr1	82750604	82751584	+	354
ENSMUSG00000026223.15	chr1_85894789_85903009_+	chr1	85894789	85903009	+	140
ENSMUSG00000026223.15	chr1_85903150_85905213_+	chr1	85903150	85905213	+	400
ENSMUSG00000026223.15	chr1_85905402_85906421_+	chr1	85905402	85906421	+	478
ENSMUSG00000026223.15	chr1_85906532_85907007_+	chr1	85906532	85907007	+	482
ENSMUSG00000026223.15	chr1_85907158_85907546_+	chr1	85907158	85907546	+	389
ENSMUSG00000026238.14	chr1_86526950_86529172_+	chr1	86526950	86529172	+	2067
ENSMUSG00000026238.14	chr1_86529244_86529455_+	chr1	86529244	86529455	+	2196
ENSMUSG00000026238.14	chr1_86529552_86529730_+	chr1	86529552	86529730	+	2849
ENSMUSG00000026288.14	chr1_87620631_87635291_+	chr1	87620631	87635291	+	98
ENSMUSG00000051185.9	chr1_95314250_95325108_+	chr1	95314250	95325108	+	246
ENSMUSG00000051185.9	chr1_95325243_95333935_+	chr1	95325243	95333935	+	340
ENSMUSG00000009907.17	chr1_106790085_106791677_-	chr1	106791677	106790085	-	120
ENSMUSG00000009907.17	chr1_106791789_106796420_-	chr1	106796420	106791789	-	69
ENSMUSG00000026457.14	chr1_134415989_134422920_+	chr1	134415989	134422920	+	118
ENSMUSG00000026457.14	chr1_134423155_134423957_+	chr1	134423155	134423957	+	264
ENSMUSG00000026457.14	chr1_134424074_134424750_+	chr1	134424074	134424750	+	184
ENSMUSG00000026457.14	chr1_134424922_134425908_+	chr1	134424922	134425908	+	380
ENSMUSG00000026457.14	chr1_134426095_134428081_+	chr1	134426095	134428081	+	292
ENSMUSG00000026457.14	chr1_134428269_134431056_+	chr1	134428269	134431056	+	382
ENSMUSG00000026457.14	chr1_134431250_134431529_+	chr1	134431250	134431529	+	251
ENSMUSG00000026395.16	chr1_138082761_138083562_-	chr1	138083562	138082761	-	65
ENSMUSG00000026395.16	chr1_138175126_138175207_-	chr1	138175207	138175126	-	304
ENSMUSG00000026473.15	chr1_153903112_153904536_+	chr1	153903112	153904536	+	130
ENSMUSG00000026473.15	chr1_153904698_153906348_+	chr1	153904698	153906348	+	50
ENSMUSG00000026473.15	chr1_153906495_153907019_+	chr1	153906495	153907019	+	120
ENSMUSG00000026473.15	chr1_153907147_153907285_+	chr1	153907147	153907285	+	105
ENSMUSG00000026466.16	chr1_156007709_156013317_-	chr1	156013317	156007709	-	124
ENSMUSG00000026466.16	chr1_156013374_156017510_-	chr1	156017510	156013374	-	166
ENSMUSG00000026466.16	chr1_156017579_156018217_-	chr1	156018217	156017579	-	164
ENSMUSG00000026466.16	chr1_156018259_156022299_-	chr1	156022299	156018259	-	148
ENSMUSG00000026466.16	chr1_156022380_156023148_-	chr1	156023148	156022380	-	137
ENSMUSG00000026466.16	chr1_156023187_156030386_-	chr1	156030386	156023187	-	189
ENSMUSG00000026466.16	chr1_156030431_156031413_-	chr1	156031413	156030431	-	208
ENSMUSG00000026466.16	chr1_156031473_156033725_-	chr1	156033725	156031473	-	202
ENSMUSG00000040713.12	chr1_165764138_165769812_+	chr1	165764138	165769812	+	443
ENSMUSG00000040713.12	chr1_165769932_165770631_+	chr1	165769932	165770631	+	478
ENSMUSG00000040713.12	chr1_165770816_165773843_+	chr1	165770816	165773843	+	443
ENSMUSG00000052428.10	chr1_167308933_167309305_+	chr1	167308933	167309305	+	146
ENSMUSG00000052428.10	chr1_167309383_167314106_+	chr1	167309383	167314106	+	155
ENSMUSG00000026670.15	chr1_170158926_170161366_-	chr1	170161366	170158926	-	263
ENSMUSG00000059498.13	chr1_171051852_171053938_-	chr1	171053938	171051852	-	2119
ENSMUSG00000059498.13	chr1_171054193_171057690_-	chr1	171057690	171054193	-	1576
ENSMUSG00000059498.13	chr1_171057948_171058585_-	chr1	171058585	171057948	-	910
ENSMUSG00000059498.13	chr1_171058606_171059268_-	chr1	171059268	171058606	-	955
ENSMUSG00000038235.4	chr1_171437701_171460362_+	chr1	171437701	171460362	+	365
ENSMUSG00000038235.4	chr1_171460431_171460537_+	chr1	171460431	171460537	+	635
ENSMUSG00000038235.4	chr1_171460645_171460828_+	chr1	171460645	171460828	+	525
ENSMUSG00000038235.4	chr1_171460975_171461200_+	chr1	171460975	171461200	+	790
ENSMUSG00000038235.4	chr1_171461406_171461562_+	chr1	171461406	171461562	+	706
ENSMUSG00000038235.4	chr1_171461665_171461804_+	chr1	171461665	171461804	+	591
ENSMUSG00000038235.4	chr1_171461912_171462602_+	chr1	171461912	171462602	+	654
ENSMUSG00000038235.4	chr1_171462615_171462888_+	chr1	171462615	171462888	+	619
ENSMUSG00000004707.14	chr1_171594189_171596489_-	chr1	171596489	171594189	-	89
ENSMUSG00000004707.14	chr1_171605319_171607199_-	chr1	171607199	171605319	-	94
ENSMUSG00000015355.13	chr1_171682166_171695663_+	chr1	171682166	171695663	+	339
ENSMUSG00000015355.13	chr1_171695966_171699383_+	chr1	171695966	171699383	+	573
ENSMUSG00000015355.13	chr1_171699650_171704797_+	chr1	171699650	171704797	+	465
ENSMUSG00000039630.10	chr1_178329407_178329867_-	chr1	178329867	178329407	-	232
ENSMUSG00000039630.10	chr1_178329939_178330164_-	chr1	178330164	178329939	-	191
ENSMUSG00000039630.10	chr1_178331261_178331348_-	chr1	178331348	178331261	-	259
ENSMUSG00000039630.10	chr1_178331477_178331834_-	chr1	178331834	178331477	-	211
ENSMUSG00000039630.10	chr1_178331954_178332092_-	chr1	178332092	178331954	-	231
ENSMUSG00000039630.10	chr1_178332356_178332996_-	chr1	178332996	178332356	-	261
ENSMUSG00000039630.10	chr1_178333109_178333546_-	chr1	178333546	178333109	-	289
ENSMUSG00000039630.10	chr1_178334026_178335881_-	chr1	178335881	178334026	-	303
ENSMUSG00000039630.10	chr1_178330346_178330591_-	chr1	178330591	178330346	-	118
ENSMUSG00000039630.10	chr1_178330846_178331092_-	chr1	178331092	178330846	-	204
ENSMUSG00000039630.10	chr1_178333646_178333886_-	chr1	178333886	178333646	-	325
ENSMUSG00000039630.10	chr1_178336158_178336952_-	chr1	178336952	178336158	-	274
ENSMUSG00000039630.10	chr1_178335955_178336046_-	chr1	178336046	178335955	-	285
ENSMUSG00000026511.7	chr1_182124975_182128683_+	chr1	182124975	182128683	+	452
ENSMUSG00000026511.7	chr1_182128752_182131335_+	chr1	182128752	182131335	+	478
ENSMUSG00000073481.9	chr1_184813883_184819200_-	chr1	184819200	184813883	-	430
ENSMUSG00000073481.9	chr1_184832716_184833859_-	chr1	184833859	184832716	-	599
ENSMUSG00000073481.9	chr1_184834028_184841253_-	chr1	184841253	184834028	-	371
ENSMUSG00000073481.9	chr1_184841427_184845545_-	chr1	184845545	184841427	-	580
ENSMUSG00000001305.5	chr1_186721546_186736115_-	chr1	186736115	186721546	-	271
ENSMUSG00000019795.17	chr10_7638225_7640044_-	chr10	7640044	7638225	-	369
ENSMUSG00000019795.17	chr10_7640130_7640694_-	chr10	7640694	7640130	-	273
ENSMUSG00000019795.17	chr10_7640815_7644324_-	chr10	7644324	7640815	-	157
ENSMUSG00000019795.17	chr10_7644429_7647589_-	chr10	7647589	7644429	-	258
ENSMUSG00000019795.17	chr10_7647621_7649050_-	chr10	7649050	7647621	-	300
ENSMUSG00000019795.17	chr10_7649155_7663074_-	chr10	7663074	7649155	-	173
ENSMUSG00000019868.16	chr10_14685008_14687613_-	chr10	14687613	14685008	-	188
ENSMUSG00000019868.16	chr10_14687708_14705349_-	chr10	14705349	14687708	-	148
ENSMUSG00000020009.13	chr10_19592197_19597415_+	chr10	19592197	19597415	+	806
ENSMUSG00000020009.13	chr10_19597530_19601319_+	chr10	19597530	19601319	+	809
ENSMUSG00000020009.13	chr10_19601483_19603753_+	chr10	19601483	19603753	+	1281
ENSMUSG00000020009.13	chr10_19603932_19606233_+	chr10	19603932	19606233	+	1551
ENSMUSG00000020009.13	chr10_19606420_19607256_+	chr10	19606420	19607256	+	1071
ENSMUSG00000020009.13	chr10_19607381_19609136_+	chr10	19607381	19609136	+	1458
ENSMUSG00000061983.7	chr10_23785273_23785575_-	chr10	23785575	23785273	-	1544
ENSMUSG00000061983.7	chr10_23785677_23785901_-	chr10	23785901	23785677	-	1346
ENSMUSG00000061983.7	chr10_23786004_23786763_-	chr10	23786763	23786004	-	1446
ENSMUSG00000061983.7	chr10_23786880_23786993_-	chr10	23786993	23786880	-	944
ENSMUSG00000061983.7	chr10_23787044_23787155_-	chr10	23787155	23787044	-	644
ENSMUSG00000019998.6	chr10_24155384_24177165_+	chr10	24155384	24177165	+	216
ENSMUSG00000019998.6	chr10_24177235_24179116_+	chr10	24177235	24179116	+	150
ENSMUSG00000019998.6	chr10_24179210_24179925_+	chr10	24179210	24179925	+	146
ENSMUSG00000019998.6	chr10_24180915_24181517_+	chr10	24180915	24181517	+	159
ENSMUSG00000019998.6	chr10_24181614_24182768_+	chr10	24181614	24182768	+	137
ENSMUSG00000019998.6	chr10_24185069_24187627_+	chr10	24185069	24187627	+	134
ENSMUSG00000019998.6	chr10_24149408_24155234_+	chr10	24149408	24155234	+	38
ENSMUSG00000069662.5	chr10_37136935_37138433_-	chr10	37138433	37136935	-	196
ENSMUSG00000019818.15	chr10_41519700_41521917_+	chr10	41519700	41521917	+	249
ENSMUSG00000019818.15	chr10_41522007_41523172_+	chr10	41522007	41523172	+	228
ENSMUSG00000019818.15	chr10_41523244_41524106_+	chr10	41523244	41524106	+	276
ENSMUSG00000019818.15	chr10_41524145_41526826_+	chr10	41524145	41526826	+	308
ENSMUSG00000019818.15	chr10_41526883_41528671_+	chr10	41526883	41528671	+	268
ENSMUSG00000004207.14	chr10_60277782_60291638_+	chr10	60277782	60291638	+	1149
ENSMUSG00000004207.14	chr10_60291772_60292504_+	chr10	60291772	60292504	+	1341
ENSMUSG00000004207.14	chr10_60292579_60293348_+	chr10	60292579	60293348	+	929
ENSMUSG00000004207.14	chr10_60293474_60294532_+	chr10	60293474	60294532	+	1212
ENSMUSG00000004207.14	chr10_60294730_60294964_+	chr10	60294730	60294964	+	1989
ENSMUSG00000004207.14	chr10_60295108_60295945_+	chr10	60295108	60295945	+	1561
ENSMUSG00000004207.14	chr10_60296002_60299097_+	chr10	60296002	60299097	+	1835
ENSMUSG00000004207.14	chr10_60299229_60299463_+	chr10	60299229	60299463	+	1576
ENSMUSG00000004207.14	chr10_60299559_60299778_+	chr10	60299559	60299778	+	1794
ENSMUSG00000004207.14	chr10_60300058_60300147_+	chr10	60300058	60300147	+	2082
ENSMUSG00000004207.14	chr10_60300305_60300537_+	chr10	60300305	60300537	+	1779
ENSMUSG00000004207.14	chr10_60300618_60300773_+	chr10	60300618	60300773	+	1933
ENSMUSG00000004207.14	chr10_60300881_60301693_+	chr10	60300881	60301693	+	2027
ENSMUSG00000020101.14	chr10_60347103_60357841_+	chr10	60347103	60357841	+	220
ENSMUSG00000020101.14	chr10_60358267_60358943_+	chr10	60358267	60358943	+	520
ENSMUSG00000020101.14	chr10_60358994_60364200_+	chr10	60358994	60364200	+	474
ENSMUSG00000020101.14	chr10_60364308_60367765_+	chr10	60364308	60367765	+	401
ENSMUSG00000020101.14	chr10_60367793_60368528_+	chr10	60367793	60368528	+	361
ENSMUSG00000020101.14	chr10_60368725_60368901_+	chr10	60368725	60368901	+	687
ENSMUSG00000019873.8	chr10_67013786_67014901_-	chr10	67014901	67013786	-	426
ENSMUSG00000019873.8	chr10_67015047_67021748_-	chr10	67021748	67015047	-	245
ENSMUSG00000019873.8	chr10_67021893_67034598_-	chr10	67034598	67021893	-	357
ENSMUSG00000019873.8	chr10_67034712_67035884_-	chr10	67035884	67034712	-	279
